state,sid,year,l_homicide,homicide,l_larceny,l_motor,population,popwt,post,cdl,effyear,treatment_date,northeast,midwest,south,west,l_police,unemployrt,poverty,l_income,l_prisoner,l_lagprisoner,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,l_exp_subsidy,l_exp_pubwelfare
Georgia,11,2005,1.8553178,6.39373,7.9478545,6.222991,8821142,8871351.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.788776,5.1,14.413201828062624,10.84529,6.3147035,6.3894253,0.04859915,0.29849878,0.08267637,0.59511566,4.688258,7.0772657
Georgia,11,2006,1.8805436,6.5570683,7.843017,6.159176,9363941,8871351.0,0.0,0.5,2006.0,2006.0,0,0,1,0,5.79757,4.7,14.3129372557986,10.884817,6.3346634,6.3147035,0.047917858,0.28852168,0.08263615,0.5833121,4.6070337,6.929292
Georgia,11,2007,2.058431,7.833669,7.8466454,6.1220293,9331515,8871351.0,1.0,1.0,2006.0,2006.0,0,0,1,0,5.738344,4.4,14.2437857089658,10.842498,6.365486,6.3346634,0.04394785,0.27248523,0.080104895,0.5719543,4.538972,6.9952955
Georgia,11,2008,1.9221219,6.835447,7.8616614,6.031557,9509254,8871351.0,1.0,1.0,2006.0,2006.0,0,0,1,0,5.855726,6.1,14.606392888443196,10.753895,6.3178806,6.365486,0.04487208,0.26868564,0.0865683,0.58744884,4.513997,6.9345856
Georgia,11,2009,1.7849628,5.959358,7.788789,5.855559,9497667,8871351.0,1.0,1.0,2006.0,2006.0,0,0,1,0,5.904,9.7,16.689530176200112,10.693194,6.3313913,6.3178806,0.046822026,0.26512825,0.08968518,0.59739935,4.624695,6.9647646
Georgia,11,2010,1.7586826,5.8047853,7.7610683,5.7533917,9612759,8871351.0,1.0,1.0,2006.0,2006.0,0,0,1,0,5.8318973,10.2,16.03643657,10.694396,6.3751154,6.3313913,0.026641674,0.24613121,0.05507264,0.55540764,4.761356,6.93579
Hawaii,12,2000,1.0908525,2.9768107,8.210349,6.253841,1175755,1248183.9,0.0,0.0,,,0,0,0,1,5.7291813,4.0,10.066467929117886,11.086181,6.063242,6.024855,0.055708885,7.6047306,0.0932167,13.562349,5.2347345,7.0147877
Hawaii,12,2001,0.99036205,2.692209,8.237376,6.340886,1188615,1248183.9,0.0,0.0,,,0,0,0,1,5.6936793,4.2,10.591318467291764,10.975465,6.1245046,6.063242,0.057966623,7.722181,0.09969586,13.359667,5.0936923,6.980355
Hawaii,12,2002,0.68605816,1.9858721,8.314576,6.709304,1208537,1248183.9,0.0,0.0,,,0,0,0,1,5.683552,4.0,11.144300919210583,10.956562,6.1064086,6.1245046,0.05874872,7.6764717,0.100948505,13.057772,4.9566593,7.0293703
Hawaii,12,2003,0.58806264,1.8004968,8.20714,6.671837,1221885,1248183.9,0.0,0.0,,,0,0,0,1,5.678181,3.9,10.91469328128261,11.025963,6.1674495,6.1064086,0.062526345,7.723722,0.105001695,12.886564,4.7483163,7.073268
Hawaii,12,2004,0.9893438,2.689469,8.116064,6.5546765,1227008,1248183.9,0.0,0.0,,,0,0,0,1,5.6322765,3.2,9.163509936365532,11.080911,6.185662,6.1674495,0.06837771,7.7887836,0.111653715,12.984349,4.760323,7.144258
Hawaii,12,2005,0.66184396,1.9383633,8.133681,6.6036587,1238158,1248183.9,0.0,0.0,,,0,0,0,1,5.6635504,2.7,9.833639971635284,11.105679,6.207347,6.185662,0.07462699,7.8179846,0.11428267,12.908207,4.6058335,7.1512194
Hawaii,12,2006,0.49079114,1.6336081,7.98591,6.4002967,1285498,1248183.9,0.0,0.0,,,0,0,0,1,5.6498466,2.4,9.164619470430916,11.088155,6.1402683,6.207347,0.07553493,7.5506926,0.11808653,12.660463,4.4402165,7.090842
Hawaii,12,2007,0.6313202,1.880091,7.9852023,6.198869,1276534,1248183.9,0.0,0.0,,,0,0,0,1,5.6633906,2.7,8.321909169673507,11.117257,6.1491075,6.1402683,0.081705615,7.5991707,0.12635778,12.961817,4.401136,7.115412
Hawaii,12,2008,0.7084381,2.0308168,7.805669,5.99047,1280273,1248183.9,0.0,0.0,,,0,0,0,1,5.691781,4.0,9.108838505537491,11.0397005,6.1423283,6.1491075,0.08513809,7.5759625,0.1301285,13.056512,4.5795455,7.1205835
Hawaii,12,2009,0.5858608,1.7965368,7.867127,5.938543,1280241,1248183.9,0.0,0.0,,,0,0,0,1,5.6936493,6.9,10.3024352446141,10.943199,6.1315475,6.1423283,0.09092038,7.4754677,0.13138151,13.110109,4.597832,7.200581
Hawaii,12,2010,0.57720435,1.7810522,7.7511625,5.9361463,1347518,1248183.9,0.0,0.0,,,0,0,0,1,5.6219726,6.5,9.782726465,10.976902,6.08389,6.1315475,0.09254051,7.172149,0.13276261,13.225278,4.505494,7.282712
Idaho,13,2000,0.23694378,1.2673699,7.7235923,5.107359,1262457,1401675.9,0.0,0.0,,,0,0,0,1,5.5651236,4.6,11.488945762113085,10.7710085,6.083202,5.9579954,11.550888,42.896828,20.203936,100.016556,4.352778,6.6383734
Idaho,13,2001,0.8443639,2.3264976,7.6932535,5.2217965,1289492,1401675.9,0.0,0.0,,,0,0,0,1,5.5979543,4.9,11.757653401494542,10.759922,6.1436806,6.083202,11.430858,42.488827,19.627342,96.16888,4.5059094,6.781303
Idaho,13,2002,1.01219,2.7516203,7.705789,5.302269,1308320,1401675.9,0.0,0.0,,,0,0,0,1,5.589761,5.4,11.963357588357589,10.73005,6.1614594,6.1436806,11.358078,42.048275,19.103737,92.93445,4.6078033,6.8344965
Idaho,13,2003,0.66795564,1.9502462,7.7040024,5.2906632,1333165,1401675.9,0.0,0.0,,,0,0,0,1,5.581176,5.3,12.002940371221866,10.824388,6.064551,6.1614594,11.274749,41.586224,18.49636,89.197815,4.661004,6.878614
Idaho,13,2004,0.82380563,2.279157,7.6435757,5.3051667,1360152,1401675.9,0.0,0.0,,,0,0,0,1,5.584048,4.7,11.821325851816562,10.8435335,6.1499577,6.064551,11.309104,41.607628,18.002031,85.636826,4.720334,6.9362245
Idaho,13,2005,0.91941416,2.5078208,7.5898547,5.331,1395634,1401675.9,0.0,0.0,,,0,0,0,1,5.5744624,4.0,13.359806367572013,10.80645,6.1913877,6.1499577,11.12806,40.70315,17.471485,81.77065,4.445949,7.0002785
Idaho,13,2006,0.780296,2.1821182,7.445661,5.101527,1466465,1401675.9,0.0,0.0,,,0,0,0,1,5.582266,3.4,12.474419778174044,10.819258,6.185785,6.1913877,10.679627,38.749237,16.591805,76.57864,4.520419,6.9670615
Idaho,13,2007,1.2087058,3.3491473,7.4303503,5.033346,1463059,1401675.9,0.0,0.0,,,0,0,0,1,5.6277924,2.7,12.154670454164869,10.8536,6.2151146,6.185785,10.803665,38.923447,16.55675,75.68909,4.423959,6.9730887
Idaho,13,2008,0.43164414,1.539787,7.3724136,4.7197185,1493713,1401675.9,0.0,0.0,,,0,0,0,1,5.6992784,4.2,12.453195493377912,10.779373,6.1904087,6.2151146,10.713303,37.854996,16.197489,73.40292,4.424404,6.9983215
Idaho,13,2009,0.47496724,1.6079615,7.3430285,4.591291,1492573,1401675.9,0.0,0.0,,,0,0,0,1,5.643318,8.0,14.574027535001639,10.769537,6.2061486,6.1904087,10.837192,37.586906,16.191235,72.666794,4.7046766,7.0889716
Idaho,13,2010,0.3014887,1.3518698,7.3201036,4.443867,1553404,1401675.9,0.0,0.0,,,0,0,0,1,5.6328263,9.2,14.04863126,10.758201,6.170382,6.2061486,10.176039,39.220448,14.671972,78.5954,4.5070267,7.0466056
Illinois,14,2000,2.004585,7.4230137,7.8588877,6.029519,12097512,12520122.0,0.0,0.0,,,0,1,0,0,6.0239134,4.5,10.149905203648487,10.973735,5.925058,5.908701,0.34592238,3.0660355,0.5963706,6.3135214,4.8848524,6.930705
Illinois,14,2001,2.0888155,8.075343,7.8330355,5.9933357,12160474,12520122.0,0.0,0.0,,,0,1,0,0,6.026395,5.4,10.261409218094624,10.948365,5.899047,5.925058,0.35108006,3.0727913,0.5951988,6.1828594,4.897143,6.981245
Illinois,14,2002,2.0574965,7.826353,7.8150516,5.8997536,12279027,12520122.0,0.0,0.0,,,0,1,0,0,6.0180817,6.6,11.498215615944163,10.854431,5.8513126,5.899047,0.3517787,3.0538006,0.5896884,6.024142,4.8639474,6.984662
Illinois,14,2003,1.9823071,7.2594714,7.7832837,5.8221316,12328721,12520122.0,0.0,0.0,,,0,1,0,0,6.0113034,6.7,11.57442041230392,10.88796,5.864113,5.8513126,0.3576121,3.0554993,0.59109944,5.9109783,4.787599,7.006147
Illinois,14,2004,1.8397771,6.295135,7.747808,5.7864,12390521,12520122.0,0.0,0.0,,,0,1,0,0,6.0037355,6.2,11.993967001064766,10.881551,5.873655,5.864113,0.36233345,3.0437784,0.5922915,5.8084884,4.7816167,7.075484
Illinois,14,2005,1.8228601,6.189536,7.7106295,5.757305,12440351,12520122.0,0.0,0.0,,,0,1,0,0,6.0236683,5.7,11.936897921931624,10.89772,5.889086,5.873655,0.36791566,3.0372615,0.59679186,5.716527,4.620293,7.173257
Illinois,14,2006,1.8047692,6.078568,7.661155,5.6813245,12831970,12520122.0,0.0,0.0,,,0,1,0,0,6.0055313,4.5,11.97113927167847,10.871079,5.8622456,5.889086,0.36409843,2.9407487,0.58609086,5.4842787,4.497274,7.125266
Illinois,14,2007,1.7720312,5.8827906,7.647705,5.5800815,12783049,12520122.0,0.0,0.0,,,0,1,0,0,6.037423,5.0,11.704187318690556,10.918954,5.8684793,5.8622456,0.37277493,2.9366155,0.5973692,5.46699,4.5216346,7.155058
Illinois,14,2008,1.8177385,6.1579165,7.6502256,5.5416307,12829014,12520122.0,0.0,0.0,,,0,1,0,0,6.015435,6.6,11.920128857915348,10.895405,5.8706017,5.8684793,0.37636563,2.9173794,0.60137904,5.4021688,4.4552093,7.211719
Illinois,14,2009,1.799418,6.0461273,7.573628,5.3406587,12785043,12520122.0,0.0,0.0,,,0,1,0,0,5.98544,10.0,13.072642774842446,10.891969,5.867128,5.8706017,0.38329944,2.9194896,0.6070453,5.3562274,4.4954495,7.3008323
Illinois,14,2010,1.7079242,5.5174966,7.5358443,5.416301,12795658,12520122.0,0.0,0.0,,,0,1,0,0,5.9650626,10.5,12.787283,10.834884,5.935936,5.867128,0.38519317,2.982504,0.6056039,5.414727,4.5098147,7.295567
Indiana,15,2000,1.7856988,5.9637456,7.804534,5.878622,5902331,6158275.5,0.0,0.0,2006.0,2006.0,0,1,0,0,5.57626,2.9,8.968033138094086,10.853987,5.836248,5.783544,0.10809289,3.349863,0.1670357,6.277706,4.1065726,6.7663407
Indiana,15,2001,1.9397343,6.9569025,7.816452,5.8920484,5936550,6158275.5,0.0,0.0,2006.0,2006.0,0,1,0,0,5.6390915,4.2,9.159225476076172,10.814323,5.8669443,5.836248,0.111394666,3.353008,0.16512957,6.1078067,4.0652566,6.8040886
Indiana,15,2002,1.8004912,6.05262,7.800709,5.8265824,5980881,6158275.5,0.0,0.0,2006.0,2006.0,0,1,0,0,5.6668463,5.2,9.78529751720524,10.814706,5.889805,5.8669443,0.113628745,3.3478513,0.1651429,5.930815,4.257689,6.9455967
Indiana,15,2003,1.7257981,5.617002,7.791961,5.844065,6017445,6158275.5,0.0,0.0,2006.0,2006.0,0,1,0,0,5.6629467,5.3,10.1312932648325,10.825641,5.948997,5.889805,0.11617888,3.3568566,0.16412282,5.769808,4.3832726,6.9652123
Indiana,15,2004,1.6516238,5.215442,7.805366,5.8524833,6058930,6158275.5,0.0,0.0,2006.0,2006.0,0,1,0,0,5.6432414,5.3,11.278740635722809,10.796715,5.982024,5.948997,0.119096935,3.3512354,0.16511166,5.6311593,4.464229,6.985952
Indiana,15,2005,1.7651441,5.842414,7.8170877,5.8773065,6093372,6158275.5,0.0,0.0,2006.0,2006.0,0,1,0,0,5.613437,5.3,12.089069894304828,10.766294,5.9948034,5.982024,0.12090186,3.3406134,0.16813351,5.513302,4.6818986,6.9816647
Indiana,15,2006,1.7463658,5.733727,7.7820783,5.8380365,6313520,6158275.5,0.0,0.5,2006.0,2006.0,0,1,0,0,5.530932,5.0,12.174539717938645,10.801676,6.0240674,5.9948034,0.12362359,3.226156,0.16382304,5.253456,4.6807427,6.9699297
Indiana,15,2007,1.7258945,5.617543,7.7673388,5.734562,6301687,6158275.5,1.0,1.0,2006.0,2006.0,0,1,0,0,5.5470777,4.6,11.98480660813525,10.817777,6.065067,6.0240674,0.12847354,3.1930022,0.16952604,5.2431355,4.7527947,7.0451117
Indiana,15,2008,1.6257827,5.0823956,7.746319,5.6217012,6335595,6158275.5,1.0,1.0,2006.0,2006.0,0,1,0,0,5.523858,5.9,12.620235352796383,10.760199,6.1026254,6.065067,0.13289991,3.1515589,0.17319605,5.189536,4.773526,7.1579437
Indiana,15,2009,1.59315,4.91922,7.679269,5.385248,6342469,6158275.5,1.0,1.0,2006.0,2006.0,0,1,0,0,5.5826087,10.0,14.120983484507374,10.715218,6.118555,6.1026254,0.1404185,3.1149225,0.17717075,5.1497297,4.859153,7.0929413
Indiana,15,2010,1.5088098,4.5213466,7.6599894,5.3137965,6458253,6158275.5,1.0,1.0,2006.0,2006.0,0,1,0,0,5.4856067,9.9,13.80079102,10.743372,6.073015,6.118555,0.15275028,2.979397,0.21149683,5.2537894,4.920876,7.121458
Iowa,16,2000,0.48855552,1.6299601,7.7438703,5.249242,2822155,2907060.2,0.0,0.0,,,0,1,0,0,5.5749435,2.8,8.42207462028131,10.857055,5.64147,5.529578,0.504012,5.745893,0.85689837,11.112146,4.7133317,6.89284
Iowa,16,2001,0.573071,1.7737057,7.7621484,5.27446,2818957,2907060.2,0.0,0.0,,,0,1,0,0,5.5851717,3.3,8.37597026134134,10.829016,5.6434836,5.64147,0.5161838,5.864119,0.846909,10.86228,4.7348127,7.0322146
Iowa,16,2002,0.44048294,1.5534573,7.7895823,5.3258643,2832392,2907060.2,0.0,0.0,,,0,1,0,0,5.582811,3.9,9.250591019887079,10.814766,5.6920424,5.6434836,0.52937585,5.9261923,0.8250977,10.553801,4.76517,7.021083
Iowa,16,2003,0.5656804,1.7606453,7.7265263,5.2911196,2839868,2907060.2,0.0,0.0,,,0,1,0,0,5.5759153,4.4,9.289762763621408,10.800799,5.706876,5.6920424,0.52731323,5.958164,0.80454445,10.253047,4.732068,7.061813
Iowa,16,2004,0.43387687,1.5432289,7.6880226,5.2860847,2851165,2907060.2,0.0,0.0,,,0,1,0,0,5.565522,4.7,10.68328209696738,10.821497,5.7004457,5.706876,0.5399547,5.993655,0.80289984,10.030286,4.6779532,7.1390557
Iowa,16,2005,0.33458462,1.3973598,7.659783,5.2582088,2862541,2907060.2,0.0,0.0,,,0,1,0,0,5.575935,4.3,10.784579155372796,10.85771,5.7210274,5.7004457,0.54486555,6.0192676,0.7894734,9.782638,4.6659846,7.157426
Iowa,16,2006,0.6478435,1.9114144,7.6376476,5.1482377,2982085,2907060.2,0.0,0.0,,,0,1,0,0,5.5426674,3.7,10.595707365819553,10.859825,5.695786,5.7210274,0.54223806,5.804362,0.77764386,9.339438,4.6081448,7.1893835
Iowa,16,2007,0.29703704,1.3458651,7.558894,5.1148963,2972066,2907060.2,0.0,0.0,,,0,1,0,0,5.5715737,3.8,10.642529472764064,10.847977,5.682907,5.695786,0.54029757,5.7237625,0.7819476,9.329773,5.102365,7.153107
Iowa,16,2008,0.9478246,2.5800908,7.468809,4.9879093,2984391,2907060.2,0.0,0.0,,,0,1,0,0,5.5950837,4.0,11.092949951933242,10.835179,5.682655,5.682907,0.5540159,5.6929874,0.8083391,9.307393,5.12041,7.1892414
Iowa,16,2009,0.24345373,1.2756473,7.420774,4.8756247,2978880,2907060.2,0.0,0.0,,,0,1,0,0,5.600164,5.9,11.49119803416049,10.850463,5.689851,5.682655,0.5508446,5.64588,0.81873053,9.329278,5.150819,7.282633
Iowa,16,2010,0.2513706,1.2857865,7.3643246,4.8242297,3033163,2907060.2,0.0,0.0,,,0,1,0,0,5.5855746,6.7,11.53924138,10.803182,5.742108,5.689851,0.5272714,5.5135183,0.8030231,9.836465,5.1440477,7.337619
Kansas,17,2000,1.8693175,6.48387,8.030163,5.5183606,2606468,2702063.2,0.0,0.0,2006.0,2006.0,0,1,0,0,5.9193,3.8,9.019370274256197,10.85871,5.768717,5.7770004,0.99621403,9.695573,1.7102071,20.418896,4.085049,6.460618
Kansas,17,2001,1.2588438,3.5213478,7.9891095,5.7223754,2612636,2702063.2,0.0,0.0,2006.0,2006.0,0,1,0,0,5.93785,4.3,9.650559817747286,10.83966,5.793895,5.768717,1.0425869,9.761636,1.6975958,20.120598,4.7431846,6.6520004
Kansas,17,2002,1.0855738,2.9611385,7.9390216,5.6123667,2634122,2702063.2,0.0,0.0,2006.0,2006.0,0,1,0,0,5.9372034,5.1,10.085827459775972,10.8523035,5.8265963,5.793895,1.0516597,9.72081,1.6655644,19.70987,4.778563,6.817905
Kansas,17,2003,1.5542881,4.731717,8.009122,5.6919475,2641747,2702063.2,0.0,0.0,2006.0,2006.0,0,1,0,0,5.951991,5.6,10.529509449617999,10.867349,5.8455143,5.8265963,1.0555136,9.679769,1.6271429,19.424911,4.747129,6.7509713
Kansas,17,2004,1.5255737,4.5977807,8.025176,5.77055,2653454,2702063.2,0.0,0.0,2006.0,2006.0,0,1,0,0,5.9284873,5.6,11.220582682043858,10.766419,5.8227477,5.8455143,1.1043342,9.683793,1.6758157,19.33461,4.270031,6.981676
Kansas,17,2005,1.3332263,3.793262,7.9595113,5.8599534,2662616,2702063.2,0.0,0.0,2006.0,2006.0,0,1,0,0,5.96882,5.1,11.667698233616864,10.756583,5.8306127,5.8227477,1.1356876,9.656706,1.6645659,19.166977,4.345062,7.0360894
Kansas,17,2006,1.5248959,4.5946655,7.9389615,5.764238,2764075,2702063.2,0.0,0.6,2006.0,2006.0,0,1,0,0,5.9351616,4.5,11.834085543988495,10.804868,5.7650323,5.8306127,1.101562,9.188065,1.5956514,18.408617,4.2670603,7.0068083
Kansas,17,2007,1.3743197,3.952387,7.889875,5.7415586,2757827,2702063.2,1.0,1.0,2006.0,2006.0,0,1,0,0,5.9451456,4.1,10.944341323803124,10.839541,5.75359,5.7650323,1.1302739,9.27774,1.6321908,18.42632,4.1814075,7.0325227
Kansas,17,2008,1.4028559,4.0667977,7.8031425,5.587133,2778599,2702063.2,1.0,1.0,2006.0,2006.0,0,1,0,0,5.9138126,4.5,11.07766899793745,10.788968,5.727867,5.75359,1.1267909,9.130284,1.6001949,18.116217,4.169732,7.0515594
Kansas,17,2009,1.5040568,4.4999075,7.7655334,5.368233,2777835,2702063.2,1.0,1.0,2006.0,2006.0,0,1,0,0,5.9085298,6.6,12.948645257907687,10.724478,5.7400165,5.727867,1.1468644,9.128584,1.6395862,18.045853,4.266014,7.0907884
Kansas,17,2010,1.2611367,3.5294309,7.716367,5.35698,2833318,2702063.2,1.0,1.0,2006.0,2006.0,0,1,0,0,5.9212685,6.6,12.40626714,10.741363,5.766597,5.7400165,1.0526174,8.91739,1.679515,17.54826,4.300441,7.0728683
Kentucky,18,2000,1.5922382,4.9147367,7.529692,5.464518,3926965,4105912.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.5270057,4.3,14.014181435281445,10.734569,5.939939,5.957681,3.2335658,5.07537,4.759961,10.36625,4.562129,7.182271
Kentucky,18,2001,1.5220182,4.581462,7.5002465,5.4222593,3950704,4105912.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.5306563,5.2,14.815131682859562,10.765047,5.967201,5.939939,3.2692654,5.064819,4.6560564,10.058739,4.664204,7.218498
Kentucky,18,2002,1.5688833,4.8012834,7.5062675,5.456635,3978103,4105912.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.530444,5.7,14.9884253876785,10.704457,5.99213,5.967201,3.3027048,5.037074,4.5687604,9.7842865,4.780031,7.2871313
Kentucky,18,2003,1.5088589,4.5215683,7.453426,5.328694,4003036,4105912.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.529067,6.3,15.15132514421554,10.687092,6.0288444,5.99213,3.310862,4.9714766,4.4989605,9.522722,4.9067783,7.2927732
Kentucky,18,2004,1.767199,5.854432,7.4672313,5.382687,4031134,4105912.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.5299745,5.5,16.57699793656078,10.62386,6.0911074,6.0288444,3.3216212,4.931987,4.4714465,9.374062,5.028615,7.320193
Kentucky,18,2005,1.5435928,4.6813793,7.457864,5.378621,4058633,4105912.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.5285726,6.0,16.856365185026583,10.62101,6.183012,6.0911074,3.3033044,4.833228,4.443861,9.197259,5.064277,7.3084254
Kentucky,18,2006,1.437035,4.2082,7.454225,5.416875,4206074,4105912.0,0.0,0.46849316,2006.0,2006.0,0,0,1,0,5.49044,5.7,16.520536728550187,10.661931,6.164373,6.183012,2.8613381,4.426218,3.8808162,8.479975,5.0698485,7.299884
Kentucky,18,2007,1.6454816,5.1835055,7.425545,5.3324094,4205648,4105912.0,1.0,1.0,2006.0,2006.0,0,0,1,0,5.5009828,5.5,16.809466698116438,10.633111,6.280344,6.164373,2.9868882,4.4762425,4.0306273,8.57718,5.1634374,7.284255
Kentucky,18,2008,1.5622995,4.769777,7.5067997,5.1981907,4234999,4105912.0,1.0,1.0,2006.0,2006.0,0,0,1,0,5.4829974,6.4,16.92918935754176,10.637513,6.239376,6.280344,3.0203786,4.4150896,4.0915003,8.518113,5.1265097,7.30141
Kentucky,18,2009,1.4649612,4.3273754,7.4473906,4.9654136,4252000,4105912.0,1.0,1.0,2006.0,2006.0,0,0,1,0,5.5075355,10.3,18.15324553151458,10.677477,6.2322316,6.239376,3.0204375,4.3739886,4.1650987,8.481256,5.182125,7.39969
Kentucky,18,2010,1.4657922,4.3309727,7.4490547,4.9684386,4317737,4105912.0,1.0,1.0,2006.0,2006.0,0,0,1,0,5.45537,10.3,17.69417637,10.627067,6.1650076,6.2322316,2.847927,4.3936906,4.152499,8.650295,5.2180367,7.417879
Louisiana,19,2000,2.559089,12.924038,8.111114,6.196205,4333011,4365311.5,0.0,0.0,2006.0,2006.0,0,0,1,0,6.1716466,4.9,17.38407772331988,10.568543,6.7001524,6.6582413,0.019316822,1.7785554,0.029632973,4.0265994,4.7921653,6.808087
Louisiana,19,2001,2.4485838,11.571946,8.078192,6.216446,4329436,4365311.5,0.0,0.0,2006.0,2006.0,0,0,1,0,6.179482,5.4,18.405861641100596,10.62223,6.71796,6.7001524,0.021018904,1.8179504,0.03226748,3.9662442,4.8024445,6.6803923
Louisiana,19,2002,2.6129756,13.639578,8.028153,6.140526,4347642,4365311.5,0.0,0.0,2006.0,2006.0,0,0,1,0,6.250784,5.9,18.337641415737544,10.626582,6.719944,6.71796,0.022724962,1.8476682,0.03496148,3.892593,5.124876,6.755714
Louisiana,19,2003,2.5945523,13.390592,7.9958634,6.1107383,4361271,4365311.5,0.0,0.0,2006.0,2006.0,0,0,1,0,6.192849,6.2,18.26472145390644,10.589661,6.7172303,6.719944,0.026299672,1.8867666,0.03911704,3.8219364,5.071484,6.63455
Louisiana,19,2004,2.5727932,13.102372,8.026356,6.109248,4380886,4365311.5,0.0,0.0,2006.0,2006.0,0,0,1,0,6.193131,5.5,19.383750227693668,10.646615,6.737187,6.7172303,0.028304776,1.887746,0.04056257,3.7370522,4.884028,6.9904675
Louisiana,19,2005,2.327391,10.251161,7.8518696,5.7923627,4389747,4365311.5,0.0,0.0,2006.0,2006.0,0,0,1,0,5.9532714,6.7,20.106876318840243,10.635543,6.7117205,6.737187,0.031117966,1.9061918,0.042553704,3.659459,4.922094,7.052469
Louisiana,19,2006,2.5731504,13.107053,7.872624,5.9087806,4287768,4365311.5,0.0,0.37534246,2006.0,2006.0,0,0,1,0,6.09221,4.0,18.851742911463493,10.582993,6.760646,6.7117205,0.033653874,1.960857,0.0469475,3.6772978,4.841515,7.062626
Louisiana,19,2007,2.6759129,14.525605,7.906335,5.8640194,4344053,4365311.5,1.0,1.0,2006.0,2006.0,0,0,1,0,6.17998,3.8,18.045866383306098,10.679205,6.7617693,6.760646,0.034506947,1.9127529,0.04781249,3.5705595,4.9129834,7.0822554
Louisiana,19,2008,2.522365,12.458026,7.8557534,5.74471,4342582,4365311.5,1.0,1.0,2006.0,2006.0,0,0,1,0,6.25558,4.6,17.389424079959802,10.598208,6.7842636,6.7617693,0.036729302,1.900298,0.049394578,3.5156965,4.9921365,7.2147923
Louisiana,19,2009,2.484178,11.9912615,7.858038,5.5710015,4411546,4365311.5,1.0,1.0,2006.0,2006.0,0,0,1,0,5.858748,6.7,17.431553473544195,10.740367,6.8043094,6.7842636,0.03767387,1.8466089,0.049914476,3.3947737,5.0099206,7.2518706
Louisiana,19,2010,2.4298644,11.357343,7.803953,5.3950367,4490487,4365311.5,1.0,1.0,2006.0,2006.0,0,0,1,0,6.0206013,7.4,17.33284163,10.582612,6.778116,6.8043094,0.04324698,1.7729925,0.052867316,3.2882626,5.038408,7.267761
Maine,20,2000,0.19034488,1.2096667,7.5641794,4.6691957,1240011,1289211.6,0.0,0.0,,,1,0,0,0,5.4481874,3.3,10.058539803275938,10.761789,4.9082484,4.919594,8.404361,15.418896,17.970566,39.550777,5.151839,7.3774776
Maine,20,2001,0.4173153,1.517881,7.582768,4.894054,1251745,1289211.6,0.0,0.0,,,1,0,0,0,5.4311037,3.8,10.353866003059728,10.716393,4.91361,4.9082484,8.621883,15.735713,17.845966,38.38689,5.133154,7.4065447
Maine,20,2002,0.10572013,1.1115108,7.5767984,4.731393,1259547,1289211.6,0.0,0.0,,,1,0,0,0,5.448396,4.4,11.186720304998543,10.7069235,5.016272,4.91361,8.828174,16.018538,17.791636,37.34001,5.2251644,7.458246
Maine,20,2003,0.23051284,1.2592456,7.545523,4.7413726,1270602,1289211.6,0.0,0.0,,,1,0,0,0,5.437263,5.0,10.870988712437097,10.691876,5.0653057,5.016272,9.042957,16.182722,17.648249,36.212833,5.215186,7.526475
Maine,20,2004,0.34192318,1.4076521,7.5413527,4.623976,1278725,1289211.6,0.0,0.0,,,1,0,0,0,5.421255,4.6,11.636747541496414,10.772813,5.0643826,5.0653057,9.215195,16.30069,17.518152,35.086826,5.2437963,7.6323833
Maine,20,2005,0.39212835,1.4801277,7.542541,4.6540666,1283673,1289211.6,0.0,0.0,,,1,0,0,0,5.415316,4.8,12.244551377180949,10.800697,5.060026,5.0643826,9.439943,16.598309,17.45834,34.100197,5.232773,7.609268
Maine,20,2006,0.5540857,1.740349,7.5636516,4.623484,1321574,1289211.6,0.0,0.0,,,1,0,0,0,5.4023724,4.6,12.355948285907562,10.806835,5.0777626,5.060026,9.381313,16.26621,17.007826,32.28052,5.260608,7.619421
Maine,20,2007,0.41947782,1.521167,7.5190096,4.575231,1314780,1289211.6,0.0,0.0,,,1,0,0,0,5.434105,4.8,11.847153135885852,10.827012,5.1299086,5.0777626,9.565174,16.46131,17.089855,31.593498,5.2776127,7.577339
Maine,20,2008,0.85751295,2.3572907,7.537882,4.495948,1315069,1289211.6,0.0,0.0,,,1,0,0,0,5.416808,5.5,12.255630693142336,10.775304,5.117463,5.1299086,9.653334,16.342945,17.060854,30.99115,5.2294297,7.5599213
Maine,20,2009,0.68062586,1.9751135,7.5064616,4.352046,1316380,1289211.6,0.0,0.0,,,1,0,0,0,5.3807564,8.1,12.268797763563713,10.784897,5.1214657,5.117463,9.686489,16.213707,17.047813,30.406494,5.1388927,7.6953826
Maine,20,2010,0.59087497,1.8055675,7.5227127,4.310526,1329222,1289211.6,0.0,0.0,,,1,0,0,0,5.3640285,7.9,12.25258083,10.781723,5.087903,5.1214657,9.9204645,16.448118,16.421787,31.424547,5.0560308,7.6906843
